key	values001	values002
Telecommunication Services	1214798400000	4.588950354
Telecommunication Services	1217476800000	4.401779617
Telecommunication Services	1220155200000	4.220830183
Telecommunication Services	1222747200000	3.893966715
Telecommunication Services	1225425600000	3.042383224
Telecommunication Services	1228021200000	3.135520612
Telecommunication Services	1230699600000	1.963141816
Telecommunication Services	1233378000000	1.896354387
Telecommunication Services	1235797200000	1.826663602
Telecommunication Services	1238472000000	0.931366359
Telecommunication Services	1241064000000	0.927378019
Telecommunication Services	1243742400000	0.975918898
Telecommunication Services	1246334400000	2.684119381
Telecommunication Services	1249012800000	2.566434114
Telecommunication Services	1251691200000	2.38875237
Telecommunication Services	1254283200000	1.173780166
Telecommunication Services	1256961600000	1.095358232
Telecommunication Services	1259557200000	1.249567498
Telecommunication Services	1262235600000	0.366074525
Telecommunication Services	1264914000000	0.354871905
Telecommunication Services	1267333200000	0.367692424
Telecommunication Services	1270008000000	0
Telecommunication Services	1272600000000	0
Telecommunication Services	1275278400000	0
Telecommunication Services	1277870400000	0
Telecommunication Services	1280548800000	0
Telecommunication Services	1283227200000	0
Telecommunication Services	1285819200000	0.854507413
Telecommunication Services	1288497600000	0.913603179
Telecommunication Services	1291093200000	0.896476787
Telecommunication Services	1293771600000	0.878006872
Telecommunication Services	1296450000000	0
Telecommunication Services	1298869200000	0
Telecommunication Services	1301544000000	0.436687209
Telecommunication Services	1304136000000	0.47565236
Telecommunication Services	1306814400000	0.469473683
Telecommunication Services	1309406400000	0.451388962
Telecommunication Services	1312084800000	0.438287266
Telecommunication Services	1314763200000	2.08208614
Telecommunication Services	1317355200000	0.936441108
Telecommunication Services	1320033600000	0.605839078
Telecommunication Services	1322629200000	0.610969507
Telecommunication Services	1325307600000	0
Telecommunication Services	1327986000000	0
Telecommunication Services	1330491600000	0
Telecommunication Services	1333166400000	0
Telecommunication Services	1335758400000	0
Telecommunication Services	1338436800000	0
Utilities	1138683600000	0
Utilities	1141102800000	0
Utilities	1143781200000	0
Utilities	1146369600000	0
Utilities	1149048000000	0
Utilities	1151640000000	0
Utilities	1154318400000	0
Utilities	1156996800000	0
Utilities	1159588800000	0
Utilities	1162270800000	0
Utilities	1164862800000	0
Utilities	1167541200000	0
Utilities	1170219600000	0
Utilities	1172638800000	0
Utilities	1175313600000	0
Utilities	1177905600000	0
Utilities	1180584000000	0
Utilities	1183176000000	0
Utilities	1185854400000	0
Utilities	1188532800000	0
Utilities	1191124800000	0
Utilities	1193803200000	0
Utilities	1196398800000	0
Utilities	1199077200000	0
Utilities	1201755600000	0
Utilities	1204261200000	0
Utilities	1206936000000	0
Utilities	1209528000000	0
Utilities	1212206400000	0
Utilities	1214798400000	0
Utilities	1217476800000	0
Utilities	1220155200000	0
